Date,Open,High,Low,Close,Adj Close,Volume
2019-06-26,54.325001,54.648499,53.612000,53.990002,53.990002,36218000
2019-06-27,54.200001,54.355000,53.764500,53.800499,53.800499,20086000
2019-06-28,53.819500,54.049999,53.668499,54.045502,54.045502,33864000
2019-07-01,54.900002,55.379002,54.685150,54.897499,54.897499,28726000
2019-07-02,55.112000,55.588501,54.908501,55.562500,55.562500,19832000
2019-07-03,55.870499,56.338001,55.693001,56.078999,56.078999,15340000
2019-07-05,55.889999,56.644001,55.806999,56.579498,56.579498,25286000
2019-07-08,56.258499,56.299000,55.560501,55.817501,55.817501,24728000
2019-07-09,55.590000,56.401249,55.358501,56.241501,56.241501,26608000
2019-07-10,56.561001,57.102501,56.548500,57.023998,57.023998,24190000
2019-07-11,57.162498,57.653500,56.979000,57.210499,57.210499,23910000
2019-07-12,57.199501,57.367001,56.938999,57.244999,57.244999,17280000
2019-07-15,57.342999,57.541000,56.970001,57.516998,57.516998,18076000
2019-07-16,57.299999,57.929001,57.250000,57.679001,57.679001,24776000
2019-07-17,57.548500,57.917999,57.288502,57.317501,57.317501,23400000
2019-07-18,57.087002,57.380249,56.636501,57.316502,57.316502,25814000
2019-07-19,57.409500,57.556999,56.480999,56.505001,56.505001,32944000
2019-07-22,56.672501,56.962502,56.212002,56.903500,56.903500,26030000
2019-07-23,57.200001,57.345001,56.590000,57.310501,57.310501,21874000
2019-07-24,56.595001,57.200001,56.349499,56.890499,56.890499,31796000
2019-07-25,56.890999,57.084999,56.046001,56.605999,56.605999,44196000
2019-07-26,61.202000,63.277500,61.200001,62.520500,62.520500,96116000
2019-07-29,62.052502,62.368500,61.411499,61.970501,61.970501,44474000
2019-07-30,61.270500,61.743500,61.165001,61.257000,61.257000,29066000
2019-07-31,61.150002,61.700001,60.388199,60.834000,60.834000,34510000
2019-08-01,60.701500,61.705502,60.285999,60.450500,60.450500,33970000
2019-08-02,60.036999,60.345001,59.446999,59.699501,59.699501,32902000
2019-08-05,58.501999,58.762001,57.007000,57.616001,57.616001,51950000
2019-08-06,58.165501,58.998001,58.000000,58.497501,58.497501,34188000
2019-08-07,57.799999,58.922249,57.481201,58.699501,58.699501,28886000
2019-08-08,59.141499,60.250500,58.651001,60.240002,60.240002,29360000
2019-08-09,59.899502,60.194000,59.180149,59.400501,59.400501,21314000
2019-08-12,58.960499,59.248001,58.383598,58.735500,58.735500,20060000
2019-08-13,58.573002,60.238998,58.573002,59.863499,59.863499,25888000
2019-08-14,58.815498,59.115002,58.027000,58.214500,58.214500,31574000
2019-08-15,58.174999,58.792000,58.105499,58.362999,58.362999,24374000
2019-08-16,58.977501,59.136002,58.590500,58.880001,58.880001,26266000
2019-08-19,59.504501,60.349499,59.504501,59.922501,59.922501,24632000
2019-08-20,59.762501,59.803001,59.105499,59.134499,59.134499,18310000
2019-08-21,59.657501,59.950001,59.371498,59.562500,59.562500,14814000
2019-08-22,59.703499,59.900600,58.929001,59.476501,59.476501,18950000
2019-08-23,59.099499,59.703999,57.387501,57.564499,57.564499,33740000
2019-08-26,57.862999,58.473499,57.647999,58.444500,58.444500,24522000
2019-08-27,59.026501,59.119999,58.072498,58.391998,58.391998,21544000
2019-08-28,58.085499,58.820999,57.865002,58.550999,58.550999,16040000
2019-08-29,59.056000,59.803001,59.056000,59.642502,59.642502,21768000
2019-08-30,59.924999,59.924999,59.190151,59.404999,59.404999,22596000
2019-09-03,58.851501,59.344501,58.160000,58.419498,58.419498,29598000
2019-09-04,58.835499,59.174000,58.549999,59.070499,59.070499,21378000
2019-09-05,59.576500,60.652000,59.576500,60.569000,60.569000,28162000
2019-09-06,60.406502,60.600750,60.126099,60.246498,60.246498,21442000
2019-09-09,60.200001,61.000000,59.631001,60.220501,60.220501,29438000
2019-09-10,59.757500,60.500000,59.729000,60.299999,60.299999,25202000
2019-09-11,60.170502,61.130001,60.110001,61.008499,61.008499,26140000
2019-09-12,61.215000,62.092999,61.151001,61.712502,61.712502,34518000
2019-09-13,61.567501,62.043999,61.350498,61.978001,61.978001,26028000
2019-09-16,61.476002,61.978001,61.280499,61.564999,61.564999,21066000
2019-09-17,61.520000,61.750000,61.184502,61.457500,61.457500,19102000
2019-09-18,61.375500,61.780499,60.826500,61.620499,61.620499,22702000
2019-09-19,61.603001,62.222000,61.601002,61.935501,61.935501,19920000
2019-09-20,61.655998,62.166000,61.153999,61.496498,61.496498,45400000
2019-09-23,61.299999,61.954498,61.208500,61.701500,61.701500,21248000
2019-09-24,62.000000,62.337002,60.534000,60.938000,60.938000,31664000
2019-09-25,60.791000,62.415001,60.504501,62.326000,62.326000,29060000
2019-09-26,62.098000,62.250000,61.613400,62.069500,62.069500,30760000
2019-09-27,62.150501,62.201000,60.722500,61.254501,61.254501,27078000
2019-09-30,61.048500,61.299999,60.615002,60.950001,60.950001,28082000
2019-10-01,60.950001,61.561501,60.179001,60.255001,60.255001,25470000
2019-10-02,59.848999,59.848999,58.564499,58.831501,58.831501,32302000
2019-10-03,59.000000,59.452999,58.121498,59.391499,59.391499,32424000
2019-10-04,59.594501,60.571999,59.458500,60.450001,60.450001,23248000
2019-10-07,60.220001,60.910198,60.187500,60.383999,60.383999,16858000
2019-10-08,59.879501,60.304001,59.450500,59.456501,59.456501,20786000
2019-10-09,59.967499,60.417500,59.881500,60.115501,60.115501,17354000
2019-10-10,59.929001,60.750000,59.867001,60.433498,60.433498,16932000
2019-10-11,61.110500,61.419498,60.687000,60.772499,60.772499,25454000
2019-10-14,60.617001,61.316502,60.588001,60.856998,60.856998,17350000
2019-10-15,61.020000,62.366501,61.020000,62.150501,62.150501,27634000
2019-10-16,62.058498,62.737000,61.922501,62.181999,62.181999,21892000
2019-10-17,62.546501,63.166248,62.497002,62.653500,62.653500,19048000
2019-10-18,62.673000,62.944500,62.054001,62.274502,62.274502,27056000
2019-10-21,62.612999,62.731449,62.029999,62.307499,62.307499,20544000
2019-10-22,62.392502,62.529999,62.069000,62.139999,62.139999,20476000
2019-10-23,62.118000,62.994499,62.118000,62.956501,62.956501,18230000
2019-10-24,63.044998,63.200001,62.685749,63.049500,63.049500,20562000
2019-10-25,62.551498,63.480000,62.500500,63.256500,63.256500,24262000
2019-10-28,63.772499,64.965500,63.626999,64.500000,64.500000,52264000
2019-10-29,63.811501,64.079498,62.860600,63.131001,63.131001,37728000
2019-10-30,62.648499,63.467999,62.599998,63.064499,63.064499,28178000
2019-10-31,63.063999,63.383499,62.542149,63.005501,63.005501,29114000
2019-11-01,63.250000,63.730999,63.025002,63.687000,63.687000,33402000
2019-11-04,63.822498,64.706497,63.817749,64.568497,64.568497,30020000
2019-11-05,64.644501,64.946503,64.561447,64.601501,64.601501,25654000
2019-11-06,64.473000,64.686501,64.125000,64.589996,64.589996,23060000
2019-11-07,64.713997,66.186996,64.712250,65.443001,65.443001,40600000
2019-11-08,65.264000,65.900002,65.218246,65.568497,65.568497,25028000
2019-11-11,65.158997,65.321251,64.870499,64.959503,64.959503,20238000
2019-11-12,65.000000,65.500000,64.788498,64.940002,64.940002,21718000
2019-11-13,64.703499,65.214996,64.675499,64.900002,64.900002,16534000
2019-11-14,64.875000,65.849998,64.782501,65.572998,65.572998,23870000
2019-11-15,65.946999,66.744003,65.713997,66.743500,66.743500,35652000
2019-11-18,66.611000,66.776451,65.875000,66.035004,66.035004,29748000
2019-11-19,66.385002,66.385002,65.639999,65.773003,65.773003,25384000
2019-11-20,65.586998,65.750000,64.557503,65.152496,65.152496,26172000
2019-11-21,65.073997,65.629501,64.650002,65.067497,65.067497,19910000
2019-11-22,65.280998,65.436501,64.570503,64.766998,64.766998,27714000
2019-11-25,64.959000,65.565498,64.906502,65.334503,65.334503,20724000
2019-11-26,65.492996,65.739998,65.254501,65.677498,65.677498,21394000
2019-11-27,65.750000,65.917999,65.481499,65.649498,65.649498,19912000
2019-11-29,65.356003,65.510246,65.198502,65.248001,65.248001,11740000
2019-12-02,65.050003,65.291496,64.050003,64.496002,64.496002,30218000
2019-12-03,63.978500,64.923050,63.950001,64.764000,64.764000,22876000
2019-12-04,65.350502,66.290001,65.243500,66.027000,66.027000,30750000
2019-12-05,66.400002,66.467903,65.821999,66.406502,66.406502,24254000
2019-12-06,66.671997,67.199997,66.671997,67.030998,67.030998,26296000
2019-12-09,66.902000,67.972504,66.891998,67.178001,67.178001,27086000
2019-12-10,67.074997,67.498749,66.802002,67.233002,67.233002,21882000
2019-12-11,67.542000,67.559998,67.133499,67.250999,67.250999,17008000
2019-12-12,67.296997,67.788750,67.025002,67.513496,67.513496,25620000
2019-12-13,67.397499,67.654648,67.193497,67.391502,67.391502,30992000
2019-12-16,67.824997,68.234001,67.633499,68.058502,68.058502,27946000
2019-12-17,68.144501,68.250000,67.566147,67.755997,67.755997,37080000
2019-12-18,67.830002,68.023499,67.550003,67.630997,67.630997,30452000
2019-12-19,67.591003,67.904999,67.449249,67.802002,67.802002,29398000
2019-12-20,68.167503,68.181999,67.449997,67.479500,67.479500,66300000
2019-12-23,67.793503,67.989998,67.325500,67.442001,67.442001,17662000
2019-12-24,67.425003,67.513000,67.139000,67.178001,67.178001,6950000
2019-12-26,67.308502,68.066353,67.223503,68.019997,68.019997,13350000
2019-12-27,68.149498,68.226501,67.465500,67.594498,67.594498,20768000
2019-12-30,67.500000,67.650002,66.700996,66.806999,66.806999,21018000
2019-12-31,66.505501,66.900002,66.454247,66.850998,66.850998,19236000
2020-01-02,67.077499,68.406998,67.077499,68.368500,68.368500,28132000
2020-01-03,67.392998,68.625000,67.277199,68.032997,68.032997,23728000
2020-01-06,67.500000,69.824997,67.500000,69.710503,69.710503,34646000
2020-01-07,69.897003,70.149498,69.518997,69.667000,69.667000,30054000
2020-01-08,69.603996,70.579002,69.542000,70.216003,70.216003,30560000
2020-01-09,71.028503,71.366501,70.513496,70.991501,70.991501,30018000
2020-01-10,71.377998,71.746452,70.917503,71.486504,71.486504,36414000
2020-01-13,71.806503,72.026001,71.301003,71.961502,71.961502,33046000
2020-01-14,71.950500,72.089996,71.418503,71.543999,71.543999,31178000
2020-01-15,71.510498,72.069748,71.510498,71.959999,71.959999,25654000
2020-01-16,72.372002,72.599503,72.045998,72.584999,72.584999,23474000
2020-01-17,73.145500,74.064751,72.911003,74.019501,74.019501,47924000
2020-01-21,73.956001,74.592499,73.559998,74.220001,74.220001,40734000
2020-01-22,74.550003,75.160698,74.246498,74.297501,74.297501,32216000
2020-01-23,74.382004,74.776001,74.105003,74.332497,74.332497,27024000
2020-01-24,74.679497,74.774750,73.262497,73.335503,73.335503,35692000
2020-01-27,71.550003,71.903503,71.059998,71.695000,71.695000,35104000
2020-01-28,72.150002,72.800003,71.623497,72.627998,72.627998,31548000
2020-01-29,72.940002,73.271500,72.336998,72.931503,72.931503,21554000
2020-01-30,71.998001,72.863998,71.820000,72.792000,72.792000,26788000
2020-01-31,73.445000,73.506500,71.426498,71.711502,71.711502,48344000
2020-02-03,73.099998,74.500000,72.949501,74.296997,74.296997,60736000
2020-02-04,72.853500,73.474998,71.315002,72.353500,72.353500,78660000
2020-02-05,73.121002,73.192001,71.528000,72.411499,72.411499,39724000
2020-02-06,72.516502,74.099998,72.478500,73.811501,73.811501,33588000
2020-02-07,73.364998,74.292000,73.317497,73.961502,73.961502,23446000
2020-02-10,73.716003,75.474998,73.716003,75.433998,75.433998,28398000
2020-02-11,75.590500,76.481499,75.281898,75.439499,75.439499,26892000
2020-02-12,75.723999,76.034752,75.405502,75.913498,75.913498,23352000
2020-02-13,75.634499,76.359001,75.230003,75.733002,75.733002,18590000
2020-02-14,75.779999,76.037003,75.366997,76.037003,76.037003,23956000
2020-02-18,75.750000,76.581497,75.629501,75.983498,75.983498,22414000
2020-02-19,76.253502,76.605301,76.070000,76.334503,76.334503,18986000
2020-02-20,76.099998,76.482002,75.341003,75.907501,75.907501,21932000
2020-02-21,75.401497,75.610748,74.022003,74.255501,74.255501,34634000
2020-02-24,71.305496,71.848503,70.569504,71.079498,71.079498,57342000
2020-02-25,71.650002,71.906998,69.120003,69.422501,69.422501,49566000
2020-02-26,69.806999,70.785004,68.949997,69.658997,69.658997,44048000
2020-02-27,68.102997,68.585197,65.858498,65.904503,65.904503,59566000
2020-02-28,63.875000,67.056999,63.549999,66.966499,66.966499,75782000
2020-03-02,67.580498,69.543503,66.340752,69.455498,69.455498,48630000
2020-03-03,69.971001,70.507500,66.599998,67.069504,67.069504,48046000
2020-03-04,67.961502,69.404503,67.155502,69.325996,69.325996,38266000
2020-03-05,67.510002,67.945503,65.254997,65.952003,65.952003,51226000
2020-03-06,63.853001,65.310997,63.052502,64.920502,64.920502,53212000
2020-03-09,60.264999,62.737999,60.000000,60.778000,60.778000,67308000
2020-03-10,63.000000,64.057503,60.938499,64.019501,64.019501,52228000
2020-03-11,62.485001,63.048000,59.803501,60.770500,60.770500,52170000
2020-03-12,56.299999,59.693501,55.665001,55.745499,55.745499,84534000
2020-03-13,58.950001,60.987999,55.857151,60.986500,60.986500,74002000
2020-03-16,54.799999,57.613350,53.722000,54.216499,54.216499,85048000
2020-03-17,54.655499,56.542999,52.800499,55.990002,55.990002,77230000
2020-03-18,52.825500,55.325001,51.863998,54.840000,54.840000,84668000
2020-03-19,54.652500,57.898499,53.005402,55.764500,55.764500,73022000
2020-03-20,56.785999,57.199501,53.274502,53.616001,53.616001,72036000
2020-03-23,53.066002,53.566002,50.676800,52.831001,52.831001,80882000
2020-03-24,55.188499,56.750000,54.530998,56.723000,56.723000,66890000
2020-03-25,56.323502,57.445000,54.300499,55.124500,55.124500,81630000
2020-03-26,55.590000,58.498501,54.676498,58.087502,58.087502,71434000
2020-03-27,56.283501,57.533501,55.295502,55.535500,55.535500,64170000
2020-03-30,56.251999,57.581501,54.824001,57.341000,57.341000,51482000
2020-03-31,57.365002,58.765499,56.907001,58.140499,58.140499,49728000
2020-04-01,56.099998,56.484501,54.872501,55.280998,55.280998,46884000
2020-04-02,54.912998,56.342999,54.820000,56.042000,56.042000,39298000
2020-04-03,55.950748,56.176998,53.990501,54.894001,54.894001,46268000
2020-04-06,56.900002,59.733002,56.547001,59.346001,59.346001,53294000
2020-04-07,61.049999,61.250000,59.111500,59.325500,59.325500,47746000
2020-04-08,60.325001,60.953499,59.408001,60.514000,60.514000,39502000
2020-04-09,61.203999,61.278500,59.836750,60.572498,60.572498,43508000
2020-04-13,60.459000,61.025501,59.379902,60.877998,60.877998,34796000
2020-04-14,62.254501,64.103500,61.846500,63.461498,63.461498,49408000
2020-04-15,62.280499,64.023003,62.020000,63.123501,63.123501,33434000
2020-04-16,63.705002,63.950001,62.131001,63.173500,63.173500,50362000
2020-04-17,64.242500,64.721497,63.561501,64.162498,64.162498,38980000
2020-04-20,63.549999,64.080002,63.068501,63.330502,63.330502,33910000
2020-04-21,62.349998,62.713501,60.485500,60.817001,60.817001,43060000
2020-04-22,62.277000,64.280647,62.099998,63.160500,63.160500,41848000
2020-04-23,63.577499,64.665497,63.283501,63.815498,63.815498,31324000
2020-04-24,63.058498,64.019997,62.472500,63.965500,63.965500,32792000
2020-04-27,64.800003,64.807503,63.450001,63.793999,63.793999,32012000
2020-04-28,64.396500,64.402496,61.610001,61.683498,61.683498,59026000
2020-04-29,67.072998,67.999496,66.266998,67.073997,67.073997,75872000
2020-04-30,66.244003,67.640999,66.124496,67.432999,67.432999,53378000
2020-05-01,66.425003,67.603500,65.550003,66.030502,66.030502,41450000
2020-05-04,65.411499,66.383003,64.949997,66.339996,66.339996,30080000
2020-05-05,66.896004,68.696999,66.873001,67.555496,67.555496,33030000
2020-05-06,68.084503,68.556000,67.364502,67.364998,67.364998,24308000
2020-05-07,68.296997,68.879997,67.763496,68.627998,68.627998,27952000
2020-05-08,69.156502,69.938004,68.774002,69.418503,69.418503,27738000
2020-05-11,68.914001,70.826500,68.857597,70.163002,70.163002,28242000
2020-05-12,70.356003,70.750000,68.738503,68.787003,68.787003,27812000
2020-05-13,68.852501,69.274101,66.419998,67.466499,67.466499,36252000
2020-05-14,66.750999,67.871002,66.195503,67.806503,67.806503,32062000
2020-05-15,67.500000,68.723999,66.949997,68.659500,68.659500,34154000
2020-05-18,68.087502,69.616249,67.712502,69.196999,69.196999,36448000
2020-05-19,69.349854,69.599998,68.674248,68.674248,68.674248,25612000
2020-05-20,69.478996,70.521004,69.362503,70.335999,70.335999,33108000
2020-05-21,70.400002,70.774498,69.672501,70.139999,70.139999,27700000
2020-05-22,69.835503,70.638000,69.591499,70.521004,70.521004,26188000
2020-05-26,71.863503,72.050003,70.606499,70.850998,70.850998,41212000
2020-05-27,70.862503,71.086998,69.564499,70.891998,70.891998,33716000
2020-05-28,69.843002,72.042000,69.800003,70.836502,70.836502,33844000
2020-05-29,70.847000,71.628502,70.667503,71.445999,71.445999,36418000
2020-06-01,70.919502,71.898003,70.900002,71.591003,71.591003,24342000
2020-06-02,71.527496,71.980499,70.941498,71.960999,71.960999,25562000
2020-06-03,71.915001,72.327599,71.488853,71.819000,71.819000,25124000
2020-06-04,71.519997,71.947998,70.236504,70.609001,70.609001,29686000
2020-06-05,70.658501,72.252502,70.300003,71.919502,71.919502,34698000
2020-06-08,71.116997,72.399498,71.116997,72.330498,72.330498,28084000
2020-06-09,72.267998,73.400002,72.160500,72.807999,72.807999,28184000
2020-06-10,72.976997,73.712952,72.813499,73.292503,73.292503,30504000
2020-06-11,72.124001,72.723747,70.099998,70.192001,70.192001,39826000
2020-06-12,71.424500,71.849998,69.301003,70.658997,70.658997,38928000
2020-06-15,69.540001,71.239998,69.396004,70.992500,70.992500,30078000
2020-06-16,72.261002,72.750999,71.294998,72.136002,72.136002,34184000
2020-06-17,72.358002,73.000000,71.569000,72.556000,72.556000,30992000
2020-06-18,72.458000,72.570503,71.350502,71.797997,71.797997,31638000
2020-06-19,72.199997,72.389999,71.067497,71.585999,71.585999,63158000
2020-06-22,71.449997,72.637497,71.160500,72.593002,72.593002,30848000
2020-06-23,72.781998,73.797050,72.262001,73.220497,73.220497,28596000
2020-06-24,73.075500,73.771004,71.487503,71.598503,71.598503,35120000
2020-06-25,71.495003,72.144997,71.000000,72.066498,72.066498,24610000
2020-06-26,71.569504,71.672501,67.599503,67.995003,67.995003,85354000
2020-06-29,67.908997,69.779999,67.350502,69.748497,69.748497,36204000
2020-06-30,69.522003,70.932503,69.197998,70.680496,70.680496,40848000
2020-07-01,70.555000,72.150002,70.490997,71.902000,71.902000,35504000
2020-07-02,72.347000,74.147499,72.320999,73.235001,73.235001,37182000
2020-07-06,74.002998,75.329498,73.642998,74.785004,74.785004,31280000
2020-07-07,74.500000,75.839996,74.177498,74.259003,74.259003,29164000
2020-07-08,74.716003,75.293999,74.281502,74.800003,74.800003,24994000
2020-07-09,75.322502,76.136002,74.404251,75.549500,75.549500,28466000
2020-07-10,75.307503,77.191498,74.827003,77.086998,77.086998,37126000
2020-07-13,77.500000,78.856598,75.262154,75.567001,75.567001,36928000
2020-07-14,74.515503,76.147499,74.175003,76.028999,76.028999,31700000
2020-07-15,76.156502,76.766502,74.900002,75.681999,75.681999,32214000
